sequence_id,label,video_id,sequence_position,frame_num,supplied_split,path,sha256,environment_group_id,d2_split,dedup_group_id,dedup_role,dedup_keep,d3_split
flip__0046,flip,0046,1,7,training,training/flip/0046_000000007.jpg,fea6a44e58e65d1a298f66fa8cac241b311272620b95f2d51c36fae552b2738e,E01,train,,unique,1,training
flip__0046,flip,0046,2,8,training,training/flip/0046_000000008.jpg,0afe76fb7d04815c6a14f4088a7e1cf30d446f60e8e1dbea334931b7e6fd02ed,E01,train,,unique,1,training
flip__0046,flip,0046,3,9,training,training/flip/0046_000000009.jpg,352ecc38508e278da931df05aa80794e8e1ec9480fe7a3d82f4baa4146a1963c,E01,train,,unique,1,training
flip__0046,flip,0046,4,10,testing,testing/flip/0046_000000010.jpg,412205c45d0f0c88ee751864f5d42abde4c6674757c2b77a7be778e4de8dc400,E01,train,,unique,1,testing
flip__0046,flip,0046,5,11,training,training/flip/0046_000000011.jpg,08a5afb4bc8fd816ec343a6ba257a7bd4e6cbcde9bd1920545bf599d31cb0f56,E01,train,,unique,1,training
flip__0046,flip,0046,6,12,testing,testing/flip/0046_000000012.jpg,6ed4b41ccedc1fd4246c021c7d6f3f0f4dba12be838e270b094f55b153668e81,E01,train,,unique,1,testing
flip__0046,flip,0046,7,13,testing,testing/flip/0046_000000013.jpg,f3e64b1a655bd655bb1f3bf06ae39fc03517edd59a3e638a59342077319b3d28,E01,train,,unique,1,testing
flip__0046,flip,0046,8,14,training,training/flip/0046_000000014.jpg,b388b68a0db4be4ba14e756fc83baf0bb11f8a71bbc53fe12e6eb9af06db8506,E01,train,,unique,1,training
flip__0046,flip,0046,9,15,training,training/flip/0046_000000015.jpg,97c04669fd05121fba5467a6d132a6b60da417081e4712f329c78c90398e6bfb,E01,train,,unique,1,training
flip__0046,flip,0046,10,16,testing,testing/flip/0046_000000016.jpg,92bbab042ffae1951167bda22a38b1bc5c850945350a5016641e12d3d665d49f,E01,train,,unique,1,testing
flip__0046,flip,0046,11,17,training,training/flip/0046_000000017.jpg,37cf2b8db122495891af093d8ded4ebcf2d9739eec94cd977190fedf83043125,E01,train,,unique,1,training
flip__0046,flip,0046,12,18,testing,testing/flip/0046_000000018.jpg,2d9c1718ccd8473856cdfeb3898f3c44b75a6b89d962e01d7321c456796c6e59,E01,train,,unique,1,testing
flip__0046,flip,0046,13,19,testing,testing/flip/0046_000000019.jpg,0e1cdf88301dd54c32dda172d34606fb7bd77ecf521af9e8ceb658eece47f1e4,E01,train,,unique,1,testing
flip__0046,flip,0046,14,20,training,training/flip/0046_000000020.jpg,a877334ca2a6bc4e605fefdc5263c1de7de6e94c7b3fa51e8e56f5c326e66cc9,E01,train,,unique,1,training
flip__0046,flip,0046,15,21,training,training/flip/0046_000000021.jpg,8d0bd071a9996351726c6113b175d8b27b6ad466b738bed0457dfacee33f4155,E01,train,,unique,1,training
flip__0046,flip,0046,16,22,training,training/flip/0046_000000022.jpg,ab14ee762d6d3ce1de57d7b60fada3b45b5f3788a0393af4b6ad4340e2af32b6,E01,train,,unique,1,training
flip__0046,flip,0046,17,23,testing,testing/flip/0046_000000023.jpg,c65eacda5530b656cf1a85a16904f0e96e7affbc0e68cafe1acb85aa079171be,E01,train,,unique,1,testing
flip__0046,flip,0046,18,24,training,training/flip/0046_000000024.jpg,8f9942a9a8a5c063e4859453b59968b2d68cb791487e2b0fafb9395d872ed569,E01,train,,unique,1,training
flip__0046,flip,0046,19,25,testing,testing/flip/0046_000000025.jpg,b407ec1c4dce0cbc0cb535f22a334a57b9e2e1a17997f76af41241e8013da84e,E01,train,,unique,1,testing
flip__0046,flip,0046,20,26,training,training/flip/0046_000000026.jpg,0e811596a11b179e6576013f98821020dcf43d922ea25b14ae42e9f5ac537945,E01,train,,unique,1,training
flip__0046,flip,0046,21,27,training,training/flip/0046_000000027.jpg,75252be4137508480a2baa1d280baef55c8347ecfc724b72d9d7aa4b49e57945,E01,train,,unique,1,training
flip__0047,flip,0047,0,6,training,training/flip/0047_000000006.jpg,b13d02c7b5e0ca94f2f9b07781a7c376648d8b4ea15de3f2a2a5b6b6c520c5c3,E14,train,,unique,1,training
flip__0047,flip,0047,1,7,training,training/flip/0047_000000007.jpg,b2c044cfeb61379048f0cd870c48f4b91523db93cc705db9d5ccfa9e3d973a19,E14,train,,unique,1,training
flip__0047,flip,0047,2,8,training,training/flip/0047_000000008.jpg,71cc75f1a9b14cfe09382c8fc3cf4889758804d8b83feaf0e335157c3dcd94d2,E14,train,,unique,1,training
flip__0047,flip,0047,3,9,training,training/flip/0047_000000009.jpg,6d5e14de28724b4059e482289dc18b735b941ea27dab12d4137cc8f32a1279bb,E14,train,,unique,1,training
flip__0047,flip,0047,4,10,testing,testing/flip/0047_000000010.jpg,ec7058005967c9bd743a6ca6bf9d1ea344ec2009132ed20a78f305e867d0eeea,E14,train,,unique,1,testing
flip__0047,flip,0047,5,11,training,training/flip/0047_000000011.jpg,fb70087e62978c0a5425f8682097b19c3ecfaa2ce071e65937840aa6f011c0ef,E14,train,,unique,1,training
flip__0047,flip,0047,6,12,training,training/flip/0047_000000012.jpg,16742cc9aab67320f5edf861882356535f1c6878156d9c278e54f5293494983f,E14,train,,unique,1,training
flip__0047,flip,0047,7,13,training,training/flip/0047_000000013.jpg,827027d30a274ae752b027bb654661bfe43dd2ef49b41c056529532e2e086fa1,E14,train,,unique,1,training
flip__0047,flip,0047,8,14,training,training/flip/0047_000000014.jpg,b91effc7d7db227a93b235111086ba93ccd47464eab83ce3ed5072b59be12b5e,E14,train,,unique,1,training
flip__0047,flip,0047,9,15,testing,testing/flip/0047_000000015.jpg,ea9e32dcc277406061721e0241c4416a514e7b4cfb9661437e862e1f7efa3f9e,E14,train,,unique,1,testing
flip__0047,flip,0047,10,16,training,training/flip/0047_000000016.jpg,349b2ac22ade4cabd6cd755848d1821c42127bfeb3b3f4c30818c836a3047d9a,E14,train,,unique,1,training
flip__0047,flip,0047,11,17,training,training/flip/0047_000000017.jpg,3dcb249e54a00bb4b029d493e6df72eb1c45e7a4112511795239bba6587ee9cd,E14,train,,unique,1,training
flip__0047,flip,0047,12,18,training,training/flip/0047_000000018.jpg,88392f3524bc1e9f7c30772106553c8598f13a9f0fb72cd2237b5606c269cf34,E14,train,,unique,1,training
flip__0047,flip,0047,13,19,training,training/flip/0047_000000019.jpg,52b64605d012c62979208afaa3f4077745503e991d7afc0b7367994136c94027,E14,train,,unique,1,training
flip__0047,flip,0047,14,20,training,training/flip/0047_000000020.jpg,9fe95359c898262893cd3d73d4f23b812532d31f1097aeacf6b8b513b43211d6,E14,train,,unique,1,training
flip__0047,flip,0047,15,21,testing,testing/flip/0047_000000021.jpg,088aa00a1f094b938d36666842ae8770154fd08bbc5c99c9439a4d11c9a03019,E14,train,,unique,1,testing
flip__0047,flip,0047,16,22,training,training/flip/0047_000000022.jpg,846e216a11ab70e11965103650cdacc36ed273e65ec416ba630148a6875b17d4,E14,train,,unique,1,training
flip__0047,flip,0047,17,23,training,training/flip/0047_000000023.jpg,37026bc36de3abd03895f437f73638cd960e332641dcd382dd800bad886c170f,E14,train,,unique,1,training
flip__0047,flip,0047,18,24,training,training/flip/0047_000000024.jpg,8b41a91daa9aec39a5a2b75282387498b9bd0b8b6c1582c1e40576851bf9ab1c,E14,train,,unique,1,training
flip__0047,flip,0047,19,25,training,training/flip/0047_000000025.jpg,bee74294929fa932c5ae86517bbe9c5ab019e4a273b8ae6a7769224aa051c73b,E14,train,,unique,1,training
flip__0047,flip,0047,20,26,testing,testing/flip/0047_000000026.jpg,9fa18ef3db86486c5d6674ffde3f2f0b5624e6ae37d058c8f45f690d7d804d8e,E14,train,,unique,1,testing
flip__0047,flip,0047,21,27,training,training/flip/0047_000000027.jpg,16e8eec804568ece6d8a8d432290ea044179e43f0ef38f059c39dc3fa7dc9094,E14,train,,unique,1,training
flip__0047,flip,0047,22,28,training,training/flip/0047_000000028.jpg,79923bfe922eb59f7d91d3de56d6e62f3fe794a587087c76276b1bfaae9aaf4c,E14,train,,unique,1,training
flip__0047,flip,0047,23,29,training,training/flip/0047_000000029.jpg,967be690e7b988614cf5ba9ec77b8d82d0f9318c7cf98fbeed203b57fe659172,E14,train,,unique,1,training
flip__0047,flip,0047,24,30,training,training/flip/0047_000000030.jpg,e8b0d4cb7763bfbfe77f0a20ef645a9b551cb3bb9a4a75871ce490e44bd8ab97,E14,train,,unique,1,training
flip__0048,flip,0048,0,9,training,training/flip/0048_000000009.jpg,a1b0940345608870f7342b9c2da8d9a33760a92e0384a0e7b174cdc5ba34b590,S16,train,84,representative,1,training
flip__0048,flip,0048,4,13,training,training/flip/0048_000000013.jpg,f94014e958acd76ecf05996ba93bd68853517baae48c7c05bcefe5a251035b9c,S16,train,,unique,1,training
flip__0048,flip,0048,5,14,training,training/flip/0048_000000014.jpg,3f80dac451bfa35cb54573fcaa1fa953f0d53fda3d9a8a8e355ed70fa0d4160e,S16,train,,unique,1,training
flip__0048,flip,0048,6,15,training,training/flip/0048_000000015.jpg,726f5bb979ddb97e5ab1363f4c0a83c2303a27543bf44584502c08a68e951173,S16,train,,unique,1,training
flip__0048,flip,0048,7,16,training,training/flip/0048_000000016.jpg,3b4582b6b14aefa4b0fba1a7212178d0da64287179ab9d73719c0256167f6ac6,S16,train,,unique,1,training
flip__0048,flip,0048,8,17,training,training/flip/0048_000000017.jpg,c1bcbaab31c9bac459f85bf3220d7ace0fd08303a3cdc916840155ba9fc2f6c7,S16,train,,unique,1,training
flip__0048,flip,0048,9,18,training,training/flip/0048_000000018.jpg,d11c920a04a94b3faa14f8588e42cc5f5739da519c8ea66c6df4dea9bdf8992d,S16,train,,unique,1,training
flip__0048,flip,0048,10,19,training,training/flip/0048_000000019.jpg,959913e095ad33f796257cbd46886fbf9bd22362d7612bac96dccaac8deae16a,S16,train,,unique,1,training
flip__0048,flip,0048,11,20,training,training/flip/0048_000000020.jpg,c091f000c0f0cfe2d0ca2e91a44093133eb0e11933fe3cd481948eb66a82a66d,S16,train,,unique,1,training
flip__0048,flip,0048,12,21,training,training/flip/0048_000000021.jpg,d170252a101b36dd733f9f232057d2390d53ccefbfbfea88217d32425035f372,S16,train,,unique,1,training
flip__0048,flip,0048,13,22,training,training/flip/0048_000000022.jpg,cf52e8797866f5e7ddcea6bb220030949000dbb87c57c66eb74c12da0b426bd3,S16,train,,unique,1,training
flip__0048,flip,0048,14,23,training,training/flip/0048_000000023.jpg,f024138daf13e6c454669f60682c5476d597fd94852ffb5c7a94e4cccd4cefe1,S16,train,,unique,1,training
flip__0048,flip,0048,15,24,training,training/flip/0048_000000024.jpg,77b3f6a5b26733cf2a74856eeb2dfe36da9a0b11967cab8c01f01916cee2f7df,S16,train,,unique,1,training
flip__0048,flip,0048,16,25,training,training/flip/0048_000000025.jpg,991e65485e1b21fd0dc8e8941a2e4ac9268fce83b92c1e00fd586c5da8f01ec4,S16,train,,unique,1,training
flip__0048,flip,0048,17,26,training,training/flip/0048_000000026.jpg,b103a1e8ce1e9bbb4be735f703b7fe4c493e955acb1735675ab2fa490f353882,S16,train,,unique,1,training
flip__0048,flip,0048,18,27,training,training/flip/0048_000000027.jpg,4ca588a4a493c229a7f5d97a4cde7b148430fcee84121aa97ae07fc8c8157658,S16,train,,unique,1,training
flip__0048,flip,0048,19,28,training,training/flip/0048_000000028.jpg,66adcd7825bce2302c0c10f74e715bd14a6a143df2018cf018166c88fc9875a5,S16,train,,unique,1,training
flip__0048,flip,0048,20,29,training,training/flip/0048_000000029.jpg,0c2fa2fe78f53885655cd6557f9d5617fe50faa1c4811f314e13458a7aec7a2c,S16,train,,unique,1,training
flip__0048,flip,0048,21,30,training,training/flip/0048_000000030.jpg,170eefdadb562f020d9e02b105ba2a5b315156a3c1addf107e6cc53487506b2a,S16,train,,unique,1,training
flip__0049,flip,0049,0,17,testing,testing/flip/0049_000000017.jpg,1c45866ab9c9d7f529da6f2a9834e9de46189bd56eb8b7b754a71f5df8669a94,E07,train,,unique,1,testing
flip__0049,flip,0049,1,18,training,training/flip/0049_000000018.jpg,8154b1bcc6157c636270ea18fd53c04d99b83aa93baa285fa868917fe88230c9,E07,train,,unique,1,training
flip__0049,flip,0049,2,19,testing,testing/flip/0049_000000019.jpg,6a2383686f6a597c173124e9bfb07930b39dad97decdb48bf7071ee7fc70b161,E07,train,,unique,1,testing
flip__0049,flip,0049,3,20,training,training/flip/0049_000000020.jpg,07b4ac495da3ae73723ddd311309a0cc29268677d4b7851f1f7d4552f89b1fbb,E07,train,,unique,1,training
flip__0049,flip,0049,4,21,training,training/flip/0049_000000021.jpg,ad789f3f69474aa6188572efc3eeb005955cbdc548ccd0203274b8fbd1e95c61,E07,train,,unique,1,training
flip__0049,flip,0049,5,22,training,training/flip/0049_000000022.jpg,9963d75ad325b22d6630670c004c9580de6cc321b1a71d23e8d0ee44c5f337ef,E07,train,,unique,1,training
flip__0049,flip,0049,6,23,testing,testing/flip/0049_000000023.jpg,87550663fe63fb7b47bd4f1583ae7e42f69bdfa6a7fbe23649eee42d5c18158e,E07,train,,unique,1,testing
flip__0049,flip,0049,7,24,training,training/flip/0049_000000024.jpg,e42515357a16878042148b6665c6e3585567b699eaaf518ef8bbf56ed6373690,E07,train,,unique,1,training
flip__0049,flip,0049,8,25,testing,testing/flip/0049_000000025.jpg,5b6e7e1a7bad754e2cbb3d7d2c5dfcfbf3363adc4785478d33cf4af1238c8468,E07,train,,unique,1,testing
flip__0049,flip,0049,9,26,training,training/flip/0049_000000026.jpg,76af608b0838239b641f77f81fabddd6c96371c7932f24d3eba23246b8e00438,E07,train,,unique,1,training
flip__0049,flip,0049,10,27,testing,testing/flip/0049_000000027.jpg,69ed86fbe91a3281cc8ec834b5ad6a0382e90cad96ac2eaa07127cf965cf3ce3,E07,train,,unique,1,testing
flip__0049,flip,0049,11,28,training,training/flip/0049_000000028.jpg,22b490962eb8005a76a8bbbfaa5bab84ed6bd8fb5773d6a4994a975b010cd417,E07,train,,unique,1,training
flip__0049,flip,0049,12,29,training,training/flip/0049_000000029.jpg,25e5061fbc6f2dc91feff9b31f37c2cfec04756998dec132e916eed6c992f4d5,E07,train,,unique,1,training
flip__0049,flip,0049,13,30,training,training/flip/0049_000000030.jpg,291f9f0dddd1fe6e397222940218892aa4d58bd38c6be0b963f715d75e87ceab,E07,train,,unique,1,training
flip__0050,flip,0050,0,17,training,training/flip/0050_000000017.jpg,a4dc8d1e70f7f213bbda96c33246c40dafd0e092c2fef2d87c7ce14dfe00b8d7,E15,train,,unique,1,training
flip__0050,flip,0050,1,18,training,training/flip/0050_000000018.jpg,a095e5d55bee2f14333e667cfea9028d76ad5926b750851a26fa9eb70036cd21,E15,train,,unique,1,training
flip__0050,flip,0050,2,19,training,training/flip/0050_000000019.jpg,27c2fc5f9730e060f7cea9754e9e6819491d65e875c4045a012984f75f4d1973,E15,train,,unique,1,training
flip__0050,flip,0050,3,20,training,training/flip/0050_000000020.jpg,f415dd85f64b4dabef487236cd6061e34f10f490617b543de7beede11ae4f2ff,E15,train,,unique,1,training
flip__0050,flip,0050,4,21,training,training/flip/0050_000000021.jpg,73d1a0ac277d5b06347e7baba0ba3dec08b354aeb7b627bdd80bccaef0ed1dc9,E15,train,,unique,1,training
flip__0050,flip,0050,5,22,training,training/flip/0050_000000022.jpg,a30f1202cec5db36b14e488e6cb929c26a56956d3e3d5986dec83f078d454088,E15,train,,unique,1,training
flip__0050,flip,0050,6,23,testing,testing/flip/0050_000000023.jpg,bfec6843a92d97a5b18af8c3b00980d1911658569288b516609345cbbca50ebf,E15,train,,unique,1,testing
flip__0050,flip,0050,7,24,testing,testing/flip/0050_000000024.jpg,d390d1dc16e81f984d9615d9990f83c8a11e6930d7e2c0d4042ff0791a14dc12,E15,train,,unique,1,testing
flip__0050,flip,0050,8,25,training,training/flip/0050_000000025.jpg,a35dd2b145329cc800bbff3b0d308fe673a9cfd4e735386d78ee0c912fd6ccb9,E15,train,,unique,1,training
flip__0050,flip,0050,9,26,training,training/flip/0050_000000026.jpg,f6f59174703aa385d7038037daf5cd32b50873a1680121b70d0030071055e372,E15,train,,unique,1,training
flip__0050,flip,0050,10,27,training,training/flip/0050_000000027.jpg,1b71342d17a2af96e1d8dd3776a559f10fa52ff147af216dcef208c06911665d,E15,train,,unique,1,training
flip__0050,flip,0050,11,28,training,training/flip/0050_000000028.jpg,40a127706881b9c25d33686336b3430f4b023990d59edcf4a6f45ce8a2f5405f,E15,train,,unique,1,training
flip__0050,flip,0050,12,29,training,training/flip/0050_000000029.jpg,b1cdd0d6a4b7ac1c10287d106f2433f4b75a767045d55cf40ea2b0a27d9106fb,E15,train,,unique,1,training
flip__0050,flip,0050,13,30,training,training/flip/0050_000000030.jpg,0e546cc215e1cf7a338ace402a1d26d5f106643d27c15b7134265cc366c7f556,E15,train,,unique,1,training
flip__0051,flip,0051,0,12,training,training/flip/0051_000000012.jpg,1d8df521ceeb1189b91455a9bb0844156401a904f72e2428d4b0ab4bd4d74091,E03,train,,unique,1,training
flip__0051,flip,0051,1,13,training,training/flip/0051_000000013.jpg,1e90d63ee4a7104e2bfc8c896ce492379dc65353cf12ad0bd336fe2515c70ca8,E03,train,,unique,1,training
flip__0051,flip,0051,2,14,training,training/flip/0051_000000014.jpg,35d2ba1506508298eaaf98284ec04ab512514ed133b070224c9eb072b67be0b6,E03,train,,unique,1,training
flip__0051,flip,0051,3,15,training,training/flip/0051_000000015.jpg,2c4d8bb0a52cdb9e932c50f13c2065da08abca9e9a977ae3c12b12f615b8f1c2,E03,train,,unique,1,training
flip__0051,flip,0051,4,16,training,training/flip/0051_000000016.jpg,aa66bf9f1ddd991bf67a4493c51f07d1b28001d84bfec8501d2c700fcc363083,E03,train,,unique,1,training
flip__0051,flip,0051,5,17,training,training/flip/0051_000000017.jpg,2ad6a6b318cffa7fb0875cd419089780b1cff9aabff2979699a69fc3f434deae,E03,train,,unique,1,training
flip__0051,flip,0051,6,18,training,training/flip/0051_000000018.jpg,db665927169cad464b32d19a7d3cd5c265b6d22be72582db3d90e19af829dd9a,E03,train,,unique,1,training
flip__0051,flip,0051,7,19,training,training/flip/0051_000000019.jpg,4abc8928a6d2f2ebb8af12d3515851362eafc60d25ff26abf6f76a9bf16a4550,E03,train,,unique,1,training
flip__0051,flip,0051,8,20,training,training/flip/0051_000000020.jpg,0b08668711bb2f54219a7c813b20eedefe3e9ee69fca5615f936dc39c655f581,E03,train,,unique,1,training
flip__0051,flip,0051,9,21,testing,testing/flip/0051_000000021.jpg,f2e42fe1f49a00c1ea1135ca9bf0ea08f9b1363dbb3b1c00893a742d2e3c3e69,E03,train,,unique,1,testing
flip__0051,flip,0051,10,22,testing,testing/flip/0051_000000022.jpg,e609df2fbe61811e2d4cefd2cf65782221c13e626cfe97078ef11ceca3ce66f3,E03,train,,unique,1,testing
flip__0051,flip,0051,11,23,training,training/flip/0051_000000023.jpg,ce812adffb079086a22674d3622b5427f97e910af2838888d14d6d580e3458ce,E03,train,,unique,1,training
flip__0051,flip,0051,12,24,training,training/flip/0051_000000024.jpg,c3957872d22032a4b99d995bc9e6bb80c922eac58d27b6d7a35da01cd7321d73,E03,train,,unique,1,training
flip__0051,flip,0051,13,25,training,training/flip/0051_000000025.jpg,cf95ef747fe59c0cedeb0b1aee3bd168b65b9ee14cf3e3989a0fc9faf463b9fd,E03,train,,unique,1,training
flip__0051,flip,0051,14,26,training,training/flip/0051_000000026.jpg,3aa7f894b7bdbe6cbc19751d7f4ce28b4f5ed5e40323bbe7fe4d6e8b464b9569,E03,train,,unique,1,training
flip__0051,flip,0051,15,27,training,training/flip/0051_000000027.jpg,34e33c0f02bd6a72ee4398cbecae603e3034652f07d09f4e32d0190af87c5d80,E03,train,,unique,1,training
flip__0052,flip,0052,0,13,training,training/flip/0052_000000013.jpg,d825d8cad1f8644d7d6aa873bcae3a5556cab91b96769ea0f60e15346ec06ae6,E07,train,,unique,1,training
flip__0052,flip,0052,1,14,training,training/flip/0052_000000014.jpg,118471129f1726516293b33769b4b6d4170285868144ac9502cd6a89b001bb41,E07,train,,unique,1,training
flip__0052,flip,0052,2,15,training,training/flip/0052_000000015.jpg,027e3bc322ac19cf9daf1e379301b38ceeb0118da1e7202df3e42f6a61f03d38,E07,train,,unique,1,training
flip__0052,flip,0052,3,16,training,training/flip/0052_000000016.jpg,bc5a46a1f9c3b11e3750de8ad15b412f55acee532adb65a4ac0785aa17d6cfa8,E07,train,,unique,1,training
flip__0052,flip,0052,4,17,testing,testing/flip/0052_000000017.jpg,e41c8c6f5dcfbd291ef8d198cf891ef06ebbca31d25142982ee98ed41f86ea82,E07,train,,unique,1,testing
flip__0052,flip,0052,5,18,testing,testing/flip/0052_000000018.jpg,08d15210a1f41bc03b637169701f14c7daf79a7f7792d9caf9518797d629e069,E07,train,,unique,1,testing
flip__0052,flip,0052,6,19,training,training/flip/0052_000000019.jpg,bbd19346c9e4873399bf34c2b9bc1130f8903961bbf6f26bafaa52f6d24b7c36,E07,train,,unique,1,training
flip__0052,flip,0052,7,20,training,training/flip/0052_000000020.jpg,e76bf1a13dd7228cd653ef43ebcac87b6e98ec39cd285ed5f016e034f42cf028,E07,train,,unique,1,training
flip__0052,flip,0052,8,21,testing,testing/flip/0052_000000021.jpg,4f763fbefec11e7707ca682c53ef253084617ad7ef026fbdf45c992261263852,E07,train,,unique,1,testing
flip__0052,flip,0052,9,22,training,training/flip/0052_000000022.jpg,3993c345e51e0033c93bb8b4fc5492a56502e446bdf0113fec444c9a8e847ac2,E07,train,,unique,1,training
flip__0052,flip,0052,10,23,training,training/flip/0052_000000023.jpg,6e331fd85bbf86b86b7195f5f50607ceedac23db999c22ec9587e36dd693f039,E07,train,,unique,1,training
flip__0052,flip,0052,11,24,training,training/flip/0052_000000024.jpg,1bd4dd6bea64bf22750f3f1e5164f1cfbc9d37deb0a00c8a2215d01e37c5d586,E07,train,,unique,1,training
flip__0052,flip,0052,12,25,training,training/flip/0052_000000025.jpg,a60c8be64b62abc354efbdd8774df4fe627fa92a295358d49352ace353f96987,E07,train,,unique,1,training
flip__0052,flip,0052,13,26,training,training/flip/0052_000000026.jpg,dd8f49522a7cbc8f8163227492cf8b1e7271dc2dc0106a8b88949cb0f3459e12,E07,train,,unique,1,training
flip__0052,flip,0052,14,27,training,training/flip/0052_000000027.jpg,4b17008f09599ed3276652504c4212ee3d8784852a6d92a9d9c0360ff3a637ff,E07,train,,unique,1,training
flip__0052,flip,0052,15,28,training,training/flip/0052_000000028.jpg,a13fce01e521770db97e3752a0e7af0ae931022d84801799e61523f0fc93f3d2,E07,train,,unique,1,training
flip__0052,flip,0052,16,29,training,training/flip/0052_000000029.jpg,3cad88c47555dcc56398cc29f83f9426ce7db0688a8c31c8226a505afa28743d,E07,train,,unique,1,training
flip__0053,flip,0053,0,1,training,training/flip/0053_000000001.jpg,0178ec243a5f965c38340c8754a02577556afbad8a5cd296b67e6629b8fabd61,E03,train,168,representative,1,training
flip__0053,flip,0053,2,3,training,training/flip/0053_000000003.jpg,f646b3e185bcb86f0396e47e78238e2d853e6509ade00cb7044c191b7a4a9d32,E03,train,,unique,1,training
flip__0053,flip,0053,3,4,training,training/flip/0053_000000004.jpg,73b0f0b4e35eb0fdf3cd0e78e81940e7f7fac25e2760783c7c3aa9ca534b01d6,E03,train,65,representative,1,training
flip__0053,flip,0053,9,10,training,training/flip/0053_000000010.jpg,1adba72a1d859070f2082764eb2e05a64314e733a8417a585374d51489f77a87,E03,train,,unique,1,training
flip__0053,flip,0053,10,11,training,training/flip/0053_000000011.jpg,68c895f97f617ca72561528c4b7e74c09811a8118335874e065f2b3c435e2ec1,E03,train,,unique,1,training
flip__0053,flip,0053,11,12,testing,testing/flip/0053_000000012.jpg,7438140d6b9321db6219a92e15b55b9762e93b2dd3e2d8cafc1c720df9dec2c8,E03,train,,unique,1,testing
flip__0053,flip,0053,12,13,training,training/flip/0053_000000013.jpg,e8c55cf05e194863e3ed360799e534d610469d4f85a79c2f86facfaa9563dfc1,E03,train,,unique,1,training
flip__0053,flip,0053,13,14,training,training/flip/0053_000000014.jpg,42f198210d920cfb3a1b8fab6ee4e87f59e9eb6ef72b922a07a5c75eac1eaa34,E03,train,,unique,1,training
flip__0053,flip,0053,14,15,testing,testing/flip/0053_000000015.jpg,daca35baf8025334ae17370ff338141a384cf96c43685ee17f11c795ceb0049c,E03,train,,unique,1,testing
flip__0053,flip,0053,15,16,training,training/flip/0053_000000016.jpg,c966e21ebbec94951e1433d046ae07d9fa911f23886b74a8324b266563fb8010,E03,train,,unique,1,training
flip__0053,flip,0053,16,17,training,training/flip/0053_000000017.jpg,457d3bda64b93cf7d545c858cbd3d50a3f50acfeac9fd94e146dd927a35910c2,E03,train,,unique,1,training
flip__0053,flip,0053,17,18,testing,testing/flip/0053_000000018.jpg,552590887209c522780d89c33b3d7d81943f22dc85ba2e5e2aeb65c546b8f70d,E03,train,,unique,1,testing
flip__0053,flip,0053,18,19,training,training/flip/0053_000000019.jpg,f74efb907664a329b99d28617b6c13adc00d65f408c428bd045b66b228c9432a,E03,train,,unique,1,training
flip__0053,flip,0053,19,20,training,training/flip/0053_000000020.jpg,7219a267f7b0155b83d20332de1a1cfd91b4c81ade01941a3309eff8580b3ee1,E03,train,,unique,1,training
flip__0053,flip,0053,20,21,training,training/flip/0053_000000021.jpg,babc757d53c1520fcbccc4c9a3e3a679eeb14097f18ca77d4ee9aab5dfca6be8,E03,train,,unique,1,training
flip__0053,flip,0053,21,22,training,training/flip/0053_000000022.jpg,24f4bdc6b2c455b094495216697f410e20b6619af9a26160a4cf054cec96ac92,E03,train,,unique,1,training
flip__0053,flip,0053,22,23,training,training/flip/0053_000000023.jpg,00d6a891f93d0229d139658a5aa28c988a962337e374ad5b302d3581502f0576,E03,train,,unique,1,training
flip__0053,flip,0053,23,24,training,training/flip/0053_000000024.jpg,837796f8077d515d108bf1643adbcc92e48d9e740f306b2c26d509b8a4ee37eb,E03,train,,unique,1,training
flip__0053,flip,0053,24,25,training,training/flip/0053_000000025.jpg,ac949d4dfa057b3b352e9e86fb523ceeee9073c18e4c2f6ac485e806267b73ac,E03,train,,unique,1,training
flip__0053,flip,0053,25,26,training,training/flip/0053_000000026.jpg,bafefb4f012973bdbf710eb129dc01c41e29e22bc6ad77987901a133e50e9cc4,E03,train,,unique,1,training
flip__0053,flip,0053,26,27,training,training/flip/0053_000000027.jpg,330bdbc3a2a46b06f1e7230bda27e11fe90b8ac9379fa9cc41d77872ef049ca6,E03,train,,unique,1,training
flip__0053,flip,0053,27,28,training,training/flip/0053_000000028.jpg,69d0a7f3b6d5aeb3d71749661d07c58ec393dafba872e4ce147804d682162f32,E03,train,,unique,1,training
flip__0053,flip,0053,28,29,training,training/flip/0053_000000029.jpg,cbab4641d3b5b086ee28395bed37f3048002137e439c12aef30ebde98d684b3b,E03,train,,unique,1,training
flip__0053,flip,0053,29,30,training,training/flip/0053_000000030.jpg,a081f4aee9a1e1c64aff24700e29e0252e533ea0e84d769ce5ce1c7f15008520,E03,train,,unique,1,training
flip__0054,flip,0054,0,8,training,training/flip/0054_000000008.jpg,1e1ac3f4f63981882f59597cd8f3169c1c901e8924e0c9a374322285264b3b14,E03,train,169,representative,1,training
flip__0054,flip,0054,2,10,testing,testing/flip/0054_000000010.jpg,9bb7ab971e92a648e30f0e2aea7378c4e1aa7ea9176e83f2365176961b999bbd,E03,train,144,representative,1,testing
flip__0054,flip,0054,4,12,training,training/flip/0054_000000012.jpg,82709432b6f06056aeae198035a879f1cf7f1941cbf044a9f27b2fd1cb1c49c9,E03,train,,unique,1,training
