sequence_id,label,video_id,sample_position_index,sequence_frame_index,frame_num,path,numeric_token_count,top_candidates,left_page_candidate,right_page_candidate,pair_score
flip__0052,flip,0052,0,0,13,training/flip/0052_000000013.jpg,15,"[{""value"": 8, ""conf"": 18.0, ""cx"": 0.697, ""cy"": 0.271, ""score"": 1.599}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.17, ""cy"": 0.268, ""score"": 1.441}, {""value"": 94, ""conf"": 0.0, ""cx"": 0.189, ""cy"": 0.275, ""score"": 1.434}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.332, ""cy"": 0.264, ""score"": 1.418}, {""value"": 1, ""conf"": 56.0, ""cx"": 0.672, ""cy"": 0.346, ""score"": 1.138}, {""value"": 4, ""conf"": 22.0, ""cx"": 0.617, ""cy"": 0.312, ""score"": 0.806}, {""value"": 15, ""conf"": 19.0, ""cx"": 0.598, ""cy"": 0.288, ""score"": 0.785}, {""value"": 200, ""conf"": 0.0, ""cx"": 0.174, ""cy"": 0.347, ""score"": 0.601}]",2,1,4.8287
flip__0052,flip,0052,1,4,17,testing/flip/0052_000000017.jpg,13,"[{""value"": 9, ""conf"": 0.0, ""cx"": 0.173, ""cy"": 0.268, ""score"": 1.44}, {""value"": 945, ""conf"": 0.0, ""cx"": 0.193, ""cy"": 0.275, ""score"": 1.433}, {""value"": 295, ""conf"": 72.0, ""cx"": 0.327, ""cy"": 0.653, ""score"": 1.297}, {""value"": 3, ""conf"": 20.0, ""cx"": 0.806, ""cy"": 0.446, ""score"": 0.348}, {""value"": 1, ""conf"": 20.0, ""cx"": 0.835, ""cy"": 0.528, ""score"": 0.339}, {""value"": 30, ""conf"": 0.0, ""cx"": 0.127, ""cy"": 0.445, ""score"": 0.158}, {""value"": 80, ""conf"": 0.0, ""cx"": 0.262, ""cy"": 0.425, ""score"": 0.148}, {""value"": 7, ""conf"": 0.0, ""cx"": 0.397, ""cy"": 0.593, ""score"": 0.137}]",9,3,0.9883
flip__0052,flip,0052,2,8,21,testing/flip/0052_000000021.jpg,19,"[{""value"": 1, ""conf"": 0.0, ""cx"": 0.193, ""cy"": 0.263, ""score"": 1.44}, {""value"": 6, ""conf"": 0.0, ""cx"": 0.169, ""cy"": 0.271, ""score"": 1.439}, {""value"": 945, ""conf"": 0.0, ""cx"": 0.189, ""cy"": 0.278, ""score"": 1.433}, {""value"": 205, ""conf"": 60.0, ""cx"": 0.327, ""cy"": 0.655, ""score"": 1.179}, {""value"": 9, ""conf"": 0.0, ""cx"": 0.902, ""cy"": 0.311, ""score"": 0.63}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.94, ""cy"": 0.33, ""score"": 0.626}, {""value"": 9, ""conf"": 0.0, ""cx"": 0.843, ""cy"": 0.364, ""score"": 0.594}, {""value"": 103, ""conf"": 0.0, ""cx"": 0.185, ""cy"": 0.357, ""score"": 0.594}]",1,2,4.3156
flip__0052,flip,0052,3,12,25,training/flip/0052_000000025.jpg,21,"[{""value"": 94, ""conf"": 0.0, ""cx"": 0.155, ""cy"": 0.279, ""score"": 1.437}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.867, ""cy"": 0.338, ""score"": 0.611}, {""value"": 9, ""conf"": 0.0, ""cx"": 0.844, ""cy"": 0.364, ""score"": 0.595}, {""value"": 700, ""conf"": 0.0, ""cx"": 0.183, ""cy"": 0.358, ""score"": 0.594}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.626, ""cy"": 0.334, ""score"": 0.577}, {""value"": 16, ""conf"": 0.0, ""cx"": 0.717, ""cy"": 0.366, ""score"": 0.574}, {""value"": 430, ""conf"": 0.0, ""cx"": 0.587, ""cy"": 0.366, ""score"": 0.555}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.16, ""cy"": 0.592, ""score"": 0.172}]",2,1,2.9987
flip__0052,flip,0052,4,16,29,training/flip/0052_000000029.jpg,14,"[{""value"": 9, ""conf"": 0.0, ""cx"": 0.919, ""cy"": 0.312, ""score"": 0.632}, {""value"": 8, ""conf"": 0.0, ""cx"": 0.759, ""cy"": 0.313, ""score"": 0.607}, {""value"": 9, ""conf"": 0.0, ""cx"": 0.844, ""cy"": 0.365, ""score"": 0.594}, {""value"": 100, ""conf"": 0.0, ""cx"": 0.671, ""cy"": 0.333, ""score"": 0.584}, {""value"": 6, ""conf"": 0.0, ""cx"": 0.729, ""cy"": 0.367, ""score"": 0.576}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.568, ""cy"": 0.323, ""score"": 0.574}, {""value"": 10, ""conf"": 0.0, ""cx"": 0.579, ""cy"": 0.331, ""score"": 0.572}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.675, ""cy"": 0.374, ""score"": 0.564}]",,,
flip__0053,flip,0053,0,0,1,training/flip/0053_000000001.jpg,39,"[{""value"": 104, ""conf"": 0.0, ""cx"": 0.237, ""cy"": 0.275, ""score"": 1.427}, {""value"": 300, ""conf"": 83.0, ""cx"": 0.324, ""cy"": 0.657, ""score"": 1.41}, {""value"": 101, ""conf"": 72.0, ""cx"": 0.191, ""cy"": 0.361, ""score"": 1.311}, {""value"": 1, ""conf"": 33.0, ""cx"": 0.185, ""cy"": 0.342, ""score"": 0.931}, {""value"": 8, ""conf"": 27.0, ""cx"": 0.33, ""cy"": 0.352, ""score"": 0.844}, {""value"": 3, ""conf"": 6.0, ""cx"": 0.915, ""cy"": 0.316, ""score"": 0.689}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.242, ""cy"": 0.287, ""score"": 0.62}, {""value"": 7, ""conf"": 0.0, ""cx"": 0.893, ""cy"": 0.361, ""score"": 0.603}]",8,7,3.6978
flip__0053,flip,0053,1,7,8,testing/flip/0053_000000008.jpg,32,"[{""value"": 11, ""conf"": 0.0, ""cx"": 0.237, ""cy"": 0.274, ""score"": 1.428}, {""value"": 100, ""conf"": 60.0, ""cx"": 0.326, ""cy"": 0.657, ""score"": 1.179}, {""value"": 161, ""conf"": 35.0, ""cx"": 0.191, ""cy"": 0.359, ""score"": 0.942}, {""value"": 109, ""conf"": 73.0, ""cx"": 0.299, ""cy"": 0.53, ""score"": 0.85}, {""value"": 5, ""conf"": 48.0, ""cx"": 0.507, ""cy"": 0.333, ""score"": 0.639}, {""value"": 8, ""conf"": 0.0, ""cx"": 0.708, ""cy"": 0.312, ""score"": 0.6}, {""value"": 67, ""conf"": 0.0, ""cx"": 0.274, ""cy"": 0.338, ""score"": 0.59}, {""value"": 434, ""conf"": 0.0, ""cx"": 0.2, ""cy"": 0.372, ""score"": 0.584}]",11,8,3.0779
flip__0053,flip,0053,2,14,15,testing/flip/0053_000000015.jpg,34,"[{""value"": 1, ""conf"": 0.0, ""cx"": 0.784, ""cy"": 0.277, ""score"": 1.429}, {""value"": 11, ""conf"": 0.0, ""cx"": 0.292, ""cy"": 0.274, ""score"": 1.419}, {""value"": 304, ""conf"": 71.0, ""cx"": 0.326, ""cy"": 0.657, ""score"": 1.289}, {""value"": 1, ""conf"": 57.0, ""cx"": 0.193, ""cy"": 0.362, ""score"": 1.16}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.914, ""cy"": 0.297, ""score"": 0.639}, {""value"": 5, ""conf"": 0.0, ""cx"": 0.794, ""cy"": 0.295, ""score"": 0.622}, {""value"": 38, ""conf"": 0.0, ""cx"": 0.815, ""cy"": 0.315, ""score"": 0.615}, {""value"": 200, ""conf"": 0.0, ""cx"": 0.78, ""cy"": 0.308, ""score"": 0.613}]",1,1,3.389
flip__0053,flip,0053,3,22,23,training/flip/0053_000000023.jpg,29,"[{""value"": 303, ""conf"": 71.0, ""cx"": 0.766, ""cy"": 0.652, ""score"": 1.301}, {""value"": 301, ""conf"": 40.0, ""cx"": 0.59, ""cy"": 0.304, ""score"": 0.987}, {""value"": 19, ""conf"": 53.0, ""cx"": 0.126, ""cy"": 0.476, ""score"": 0.673}, {""value"": 51, ""conf"": 0.0, ""cx"": 0.913, ""cy"": 0.3, ""score"": 0.637}, {""value"": 740, ""conf"": 0.0, ""cx"": 0.798, ""cy"": 0.318, ""score"": 0.611}, {""value"": 5, ""conf"": 0.0, ""cx"": 0.912, ""cy"": 0.356, ""score"": 0.609}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.757, ""cy"": 0.311, ""score"": 0.608}, {""value"": 12, ""conf"": 0.0, ""cx"": 0.667, ""cy"": 0.299, ""score"": 0.601}]",19,303,1.1738
flip__0053,flip,0053,4,29,30,training/flip/0053_000000030.jpg,16,"[{""value"": 3, ""conf"": 73.0, ""cx"": 0.845, ""cy"": 0.548, ""score"": 0.881}, {""value"": 31, ""conf"": 0.0, ""cx"": 0.911, ""cy"": 0.305, ""score"": 0.634}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.838, ""cy"": 0.297, ""score"": 0.627}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.797, ""cy"": 0.316, ""score"": 0.612}, {""value"": 3, ""conf"": 0.0, ""cx"": 0.765, ""cy"": 0.309, ""score"": 0.61}, {""value"": 79, ""conf"": 0.0, ""cx"": 0.791, ""cy"": 0.329, ""score"": 0.604}, {""value"": 5, ""conf"": 28.0, ""cx"": 0.638, ""cy"": 0.496, ""score"": 0.378}, {""value"": 16, ""conf"": 0.0, ""cx"": 0.787, ""cy"": 0.398, ""score"": 0.169}]",,,
flip__0054,flip,0054,0,0,8,training/flip/0054_000000008.jpg,57,"[{""value"": 15, ""conf"": 52.0, ""cx"": 0.827, ""cy"": 0.272, ""score"": 1.958}, {""value"": 302, ""conf"": 94.0, ""cx"": 0.309, ""cy"": 0.654, ""score"": 1.521}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.121, ""cy"": 0.261, ""score"": 1.451}, {""value"": 4, ""conf"": 0.0, ""cx"": 0.209, ""cy"": 0.27, ""score"": 1.434}, {""value"": 4, ""conf"": 0.0, ""cx"": 0.201, ""cy"": 0.277, ""score"": 1.432}, {""value"": 5, ""conf"": 54.0, ""cx"": 0.089, ""cy"": 0.378, ""score"": 1.138}, {""value"": 5, ""conf"": 0.0, ""cx"": 0.091, ""cy"": 0.282, ""score"": 0.645}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.091, ""cy"": 0.288, ""score"": 0.642}]",302,15,2.9288
flip__0054,flip,0054,1,5,13,training/flip/0054_000000013.jpg,49,"[{""value"": 4, ""conf"": 87.0, ""cx"": 0.404, ""cy"": 0.695, ""score"": 1.457}, {""value"": 510, ""conf"": 0.0, ""cx"": 0.836, ""cy"": 0.247, ""score"": 1.452}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.123, ""cy"": 0.26, ""score"": 1.451}, {""value"": 4, ""conf"": 0.0, ""cx"": 0.207, ""cy"": 0.269, ""score"": 1.434}, {""value"": 37, ""conf"": 0.0, ""cx"": 0.807, ""cy"": 0.273, ""score"": 1.434}, {""value"": 4, ""conf"": 0.0, ""cx"": 0.207, ""cy"": 0.276, ""score"": 1.431}, {""value"": 59, ""conf"": 46.0, ""cx"": 0.091, ""cy"": 0.377, ""score"": 1.058}, {""value"": 93, ""conf"": 42.0, ""cx"": 0.813, ""cy"": 0.303, ""score"": 1.04}]",1,510,2.3535
flip__0054,flip,0054,2,10,18,training/flip/0054_000000018.jpg,34,"[{""value"": 11, ""conf"": 0.0, ""cx"": 0.126, ""cy"": 0.264, ""score"": 1.449}, {""value"": 4, ""conf"": 0.0, ""cx"": 0.209, ""cy"": 0.272, ""score"": 1.432}, {""value"": 4, ""conf"": 0.0, ""cx"": 0.209, ""cy"": 0.279, ""score"": 1.429}, {""value"": 5, ""conf"": 48.0, ""cx"": 0.094, ""cy"": 0.38, ""score"": 1.076}, {""value"": 38, ""conf"": 0.0, ""cx"": 0.958, ""cy"": 0.315, ""score"": 0.636}, {""value"": 3, ""conf"": 0.0, ""cx"": 0.215, ""cy"": 0.307, ""score"": 0.614}, {""value"": 6, ""conf"": 0.0, ""cx"": 0.714, ""cy"": 0.286, ""score"": 0.614}, {""value"": 13, ""conf"": 0.0, ""cx"": 0.212, ""cy"": 0.314, ""score"": 0.611}]",5,6,3.9401
flip__0054,flip,0054,3,16,24,testing/flip/0054_000000024.jpg,38,"[{""value"": 15, ""conf"": 0.0, ""cx"": 0.123, ""cy"": 0.266, ""score"": 1.449}, {""value"": 4, ""conf"": 0.0, ""cx"": 0.213, ""cy"": 0.274, ""score"": 1.431}, {""value"": 3, ""conf"": 61.0, ""cx"": 0.312, ""cy"": 0.657, ""score"": 1.192}, {""value"": 1, ""conf"": 24.0, ""cx"": 0.594, ""cy"": 0.363, ""score"": 0.798}, {""value"": 2, ""conf"": 9.0, ""cx"": 0.38, ""cy"": 0.287, ""score"": 0.689}, {""value"": 5, ""conf"": 0.0, ""cx"": 0.092, ""cy"": 0.287, ""score"": 0.643}, {""value"": 4, ""conf"": 0.0, ""cx"": 0.207, ""cy"": 0.281, ""score"": 0.628}, {""value"": 20, ""conf"": 45.0, ""cx"": 0.781, ""cy"": 0.615, ""score"": 0.625}]",2,1,3.7371
flip__0054,flip,0054,4,21,29,training/flip/0054_000000029.jpg,24,"[{""value"": 1, ""conf"": 17.0, ""cx"": 0.344, ""cy"": 0.777, ""score"": 1.607}, {""value"": 5, ""conf"": 92.0, ""cx"": 0.921, ""cy"": 0.546, ""score"": 1.081}, {""value"": 600, ""conf"": 55.0, ""cx"": 0.958, ""cy"": 0.532, ""score"": 0.71}, {""value"": 8, ""conf"": 54.0, ""cx"": 0.845, ""cy"": 0.548, ""score"": 0.691}, {""value"": 25, ""conf"": 49.0, ""cx"": 0.388, ""cy"": 0.421, ""score"": 0.621}, {""value"": 12, ""conf"": 44.0, ""cx"": 0.88, ""cy"": 0.559, ""score"": 0.601}, {""value"": 4, ""conf"": 3.0, ""cx"": 0.603, ""cy"": 0.635, ""score"": 0.588}, {""value"": 15, ""conf"": 0.0, ""cx"": 0.591, ""cy"": 0.32, ""score"": 0.578}]",1,4,3.245
flip__0055,flip,0055,0,0,11,training/flip/0055_000000011.jpg,27,"[{""value"": 304, ""conf"": 88.0, ""cx"": 0.322, ""cy"": 0.656, ""score"": 1.46}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.139, ""cy"": 0.268, ""score"": 1.445}, {""value"": 5, ""conf"": 0.0, ""cx"": 0.121, ""cy"": 0.28, ""score"": 1.442}, {""value"": 6, ""conf"": 61.0, ""cx"": 0.385, ""cy"": 0.347, ""score"": 1.179}, {""value"": 6, ""conf"": 46.0, ""cx"": 0.388, ""cy"": 0.34, ""score"": 1.032}, {""value"": 1, ""conf"": 68.0, ""cx"": 0.11, ""cy"": 0.467, ""score"": 0.83}, {""value"": 2, ""conf"": 13.0, ""cx"": 0.747, ""cy"": 0.28, ""score"": 0.752}, {""value"": 7, ""conf"": 4.0, ""cx"": 0.72, ""cy"": 0.305, ""score"": 0.645}]",1,2,4.4469
flip__0055,flip,0055,1,5,16,training/flip/0055_000000016.jpg,25,"[{""value"": 304, ""conf"": 84.0, ""cx"": 0.324, ""cy"": 0.656, ""score"": 1.419}, {""value"": 102, ""conf"": 0.0, ""cx"": 0.355, ""cy"": 0.272, ""score"": 1.411}, {""value"": 2, ""conf"": 49.0, ""cx"": 0.443, ""cy"": 0.69, ""score"": 1.068}, {""value"": 5, ""conf"": 56.0, ""cx"": 0.094, ""cy"": 0.396, ""score"": 0.748}, {""value"": 5, ""conf"": 60.0, ""cx"": 0.381, ""cy"": 0.407, ""score"": 0.74}, {""value"": 4, ""conf"": 0.0, ""cx"": 0.21, ""cy"": 0.288, ""score"": 0.624}, {""value"": 4, ""conf"": 0.0, ""cx"": 0.209, ""cy"": 0.295, ""score"": 0.621}, {""value"": 3, ""conf"": 0.0, ""cx"": 0.216, ""cy"": 0.323, ""score"": 0.606}]",,,
flip__0055,flip,0055,2,10,21,training/flip/0055_000000021.jpg,26,"[{""value"": 5, ""conf"": 44.0, ""cx"": 0.098, ""cy"": 0.267, ""score"": 1.892}, {""value"": 307, ""conf"": 95.0, ""cx"": 0.769, ""cy"": 0.652, ""score"": 1.542}, {""value"": 304, ""conf"": 87.0, ""cx"": 0.325, ""cy"": 0.657, ""score"": 1.45}, {""value"": 192, ""conf"": 0.0, ""cx"": 0.339, ""cy"": 0.271, ""score"": 1.414}, {""value"": 8, ""conf"": 51.0, ""cx"": 0.689, ""cy"": 0.295, ""score"": 1.116}, {""value"": 1, ""conf"": 14.0, ""cx"": 0.383, ""cy"": 0.321, ""score"": 0.722}, {""value"": 2, ""conf"": 59.0, ""cx"": 0.667, ""cy"": 0.5, ""score"": 0.69}, {""value"": 15, ""conf"": 0.0, ""cx"": 0.13, ""cy"": 0.281, ""score"": 0.64}]",5,8,4.0579
flip__0055,flip,0055,3,14,25,training/flip/0055_000000025.jpg,25,"[{""value"": 4, ""conf"": 78.0, ""cx"": 0.085, ""cy"": 0.273, ""score"": 2.231}, {""value"": 105, ""conf"": 54.0, ""cx"": 0.327, ""cy"": 0.657, ""score"": 1.12}, {""value"": 24, ""conf"": 35.0, ""cx"": 0.622, ""cy"": 0.331, ""score"": 0.928}, {""value"": 30, ""conf"": 48.0, ""cx"": 0.094, ""cy"": 0.403, ""score"": 0.665}, {""value"": 4, ""conf"": 0.0, ""cx"": 0.209, ""cy"": 0.289, ""score"": 0.624}, {""value"": 4, ""conf"": 0.0, ""cx"": 0.209, ""cy"": 0.296, ""score"": 0.621}, {""value"": 3, ""conf"": 0.0, ""cx"": 0.216, ""cy"": 0.323, ""score"": 0.606}, {""value"": 23, ""conf"": 0.0, ""cx"": 0.213, ""cy"": 0.33, ""score"": 0.603}]",23,24,3.7809
flip__0055,flip,0055,4,19,30,training/flip/0055_000000030.jpg,17,"[{""value"": 2, ""conf"": 76.0, ""cx"": 0.618, ""cy"": 0.298, ""score"": 1.354}, {""value"": 34, ""conf"": 90.0, ""cx"": 0.664, ""cy"": 0.443, ""score"": 1.028}, {""value"": 64, ""conf"": 73.0, ""cx"": 0.607, ""cy"": 0.388, ""score"": 0.877}, {""value"": 2, ""conf"": 61.0, ""cx"": 0.616, ""cy"": 0.419, ""score"": 0.743}, {""value"": 800, ""conf"": 10.0, ""cx"": 0.602, ""cy"": 0.316, ""score"": 0.683}, {""value"": 5, ""conf"": 0.0, ""cx"": 0.092, ""cy"": 0.302, ""score"": 0.635}, {""value"": 200, ""conf"": 0.0, ""cx"": 0.682, ""cy"": 0.295, ""score"": 0.605}, {""value"": 44, ""conf"": 0.0, ""cx"": 0.091, ""cy"": 0.377, ""score"": 0.598}]",5,2,3.0385
flip__0056,flip,0056,0,0,14,training/flip/0056_000000014.jpg,22,"[{""value"": 306, ""conf"": 95.0, ""cx"": 0.315, ""cy"": 0.656, ""score"": 1.531}, {""value"": 4, ""conf"": 43.0, ""cx"": 0.393, ""cy"": 0.67, ""score"": 1.006}, {""value"": 25, ""conf"": 0.0, ""cx"": 0.125, ""cy"": 0.343, ""score"": 0.61}, {""value"": 3, ""conf"": 0.0, ""cx"": 0.112, ""cy"": 0.35, ""score"": 0.608}, {""value"": 5, ""conf"": 0.0, ""cx"": 0.122, ""cy"": 0.358, ""score"": 0.603}, {""value"": 4, ""conf"": 0.0, ""cx"": 0.379, ""cy"": 0.288, ""score"": 0.599}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.159, ""cy"": 0.37, ""score"": 0.591}, {""value"": 555, ""conf"": 0.0, ""cx"": 0.143, ""cy"": 0.378, ""score"": 0.59}]",,,
flip__0056,flip,0056,1,4,18,training/flip/0056_000000018.jpg,18,"[{""value"": 12, ""conf"": 0.0, ""cx"": 0.19, ""cy"": 0.282, ""score"": 0.631}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.123, ""cy"": 0.328, ""score"": 0.617}, {""value"": 4, ""conf"": 0.0, ""cx"": 0.953, ""cy"": 0.631, ""score"": 0.609}, {""value"": 2, ""conf"": 48.0, ""cx"": 0.551, ""cy"": 0.415, ""score"": 0.605}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.197, ""cy"": 0.336, ""score"": 0.602}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.123, ""cy"": 0.369, ""score"": 0.597}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.145, ""cy"": 0.378, ""score"": 0.589}, {""value"": 48, ""conf"": 0.0, ""cx"": 0.552, ""cy"": 0.3, ""score"": 0.583}]",1,2,3.4575
flip__0056,flip,0056,2,8,22,training/flip/0056_000000022.jpg,30,"[{""value"": 306, ""conf"": 81.0, ""cx"": 0.314, ""cy"": 0.657, ""score"": 1.391}, {""value"": 16, ""conf"": 62.0, ""cx"": 0.252, ""cy"": 0.4, ""score"": 0.782}, {""value"": 12, ""conf"": 0.0, ""cx"": 0.188, ""cy"": 0.283, ""score"": 0.63}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.126, ""cy"": 0.329, ""score"": 0.617}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.134, ""cy"": 0.344, ""score"": 0.608}, {""value"": 131, ""conf"": 0.0, ""cx"": 0.336, ""cy"": 0.286, ""score"": 0.606}, {""value"": 25, ""conf"": 0.0, ""cx"": 0.122, ""cy"": 0.358, ""score"": 0.602}, {""value"": 55, ""conf"": 0.0, ""cx"": 0.228, ""cy"": 0.338, ""score"": 0.597}]",,,
flip__0056,flip,0056,3,12,26,training/flip/0056_000000026.jpg,30,"[{""value"": 123, ""conf"": 0.0, ""cx"": 0.228, ""cy"": 0.284, ""score"": 0.624}, {""value"": 24, ""conf"": 0.0, ""cx"": 0.207, ""cy"": 0.292, ""score"": 0.623}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.129, ""cy"": 0.336, ""score"": 0.612}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.123, ""cy"": 0.351, ""score"": 0.606}, {""value"": 35, ""conf"": 0.0, ""cx"": 0.144, ""cy"": 0.378, ""score"": 0.589}, {""value"": 35, ""conf"": 0.0, ""cx"": 0.236, ""cy"": 0.352, ""score"": 0.589}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.318, ""cy"": 0.34, ""score"": 0.582}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.432, ""cy"": 0.337, ""score"": 0.567}]",,,
flip__0056,flip,0056,4,16,30,testing/flip/0056_000000030.jpg,20,"[{""value"": 7, ""conf"": 58.0, ""cx"": 0.552, ""cy"": 0.357, ""score"": 1.134}, {""value"": 58, ""conf"": 17.0, ""cx"": 0.653, ""cy"": 0.298, ""score"": 0.769}, {""value"": 835, ""conf"": 0.0, ""cx"": 0.617, ""cy"": 0.319, ""score"": 0.583}, {""value"": 7, ""conf"": 43.0, ""cx"": 0.871, ""cy"": 0.457, ""score"": 0.582}, {""value"": 222, ""conf"": 0.0, ""cx"": 0.599, ""cy"": 0.34, ""score"": 0.57}, {""value"": 4, ""conf"": 22.0, ""cx"": 0.683, ""cy"": 0.499, ""score"": 0.323}, {""value"": 11, ""conf"": 0.0, ""cx"": 0.825, ""cy"": 0.388, ""score"": 0.18}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.832, ""cy"": 0.438, ""score"": 0.156}]",,,
flip__0057,flip,0057,0,0,11,training/flip/0057_000000011.jpg,8,"[{""value"": 308, ""conf"": 93.0, ""cx"": 0.312, ""cy"": 0.652, ""score"": 1.509}, {""value"": 30, ""conf"": 0.0, ""cx"": 0.11, ""cy"": 0.309, ""score"": 0.629}, {""value"": 616, ""conf"": 0.0, ""cx"": 0.154, ""cy"": 0.627, ""score"": 0.591}, {""value"": 50, ""conf"": 0.0, ""cx"": 0.123, ""cy"": 0.403, ""score"": 0.18}, {""value"": 30, ""conf"": 0.0, ""cx"": 0.123, ""cy"": 0.408, ""score"": 0.177}, {""value"": 91, ""conf"": 0.0, ""cx"": 0.114, ""cy"": 0.46, ""score"": 0.153}, {""value"": 62, ""conf"": 0.0, ""cx"": 0.242, ""cy"": 0.484, ""score"": 0.121}, {""value"": 5, ""conf"": 0.0, ""cx"": 0.291, ""cy"": 0.524, ""score"": 0.119}]",,,
flip__0057,flip,0057,1,5,16,training/flip/0057_000000016.jpg,19,"[{""value"": 308, ""conf"": 88.0, ""cx"": 0.313, ""cy"": 0.652, ""score"": 1.459}, {""value"": 11, ""conf"": 47.0, ""cx"": 0.103, ""cy"": 0.322, ""score"": 1.094}, {""value"": 16, ""conf"": 39.0, ""cx"": 0.196, ""cy"": 0.37, ""score"": 0.976}, {""value"": 90, ""conf"": 58.0, ""cx"": 0.849, ""cy"": 0.49, ""score"": 0.712}, {""value"": 927, ""conf"": 0.0, ""cx"": 0.888, ""cy"": 0.28, ""score"": 0.643}, {""value"": 4, ""conf"": 0.0, ""cx"": 0.117, ""cy"": 0.295, ""score"": 0.635}, {""value"": 30, ""conf"": 0.0, ""cx"": 0.112, ""cy"": 0.308, ""score"": 0.629}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.094, ""cy"": 0.315, ""score"": 0.628}]",308,927,1.5519
flip__0057,flip,0057,2,10,21,training/flip/0057_000000021.jpg,13,"[{""value"": 308, ""conf"": 81.0, ""cx"": 0.313, ""cy"": 0.652, ""score"": 1.389}, {""value"": 25, ""conf"": 65.0, ""cx"": 0.712, ""cy"": 0.425, ""score"": 0.794}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.111, ""cy"": 0.288, ""score"": 0.639}, {""value"": 8, ""conf"": 0.0, ""cx"": 0.134, ""cy"": 0.295, ""score"": 0.632}, {""value"": 30, ""conf"": 0.0, ""cx"": 0.111, ""cy"": 0.309, ""score"": 0.629}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.561, ""cy"": 0.364, ""score"": 0.552}, {""value"": 201, ""conf"": 0.0, ""cx"": 0.938, ""cy"": 0.578, ""score"": 0.18}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.123, ""cy"": 0.57, ""score"": 0.167}]",1,2,3.4413
flip__0057,flip,0057,3,14,25,training/flip/0057_000000025.jpg,28,"[{""value"": 308, ""conf"": 87.0, ""cx"": 0.315, ""cy"": 0.651, ""score"": 1.448}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.292, ""cy"": 0.732, ""score"": 1.422}, {""value"": 40, ""conf"": 94.0, ""cx"": 0.756, ""cy"": 0.482, ""score"": 1.062}, {""value"": 10, ""conf"": 0.0, ""cx"": 0.112, ""cy"": 0.288, ""score"": 0.639}, {""value"": 4, ""conf"": 0.0, ""cx"": 0.118, ""cy"": 0.295, ""score"": 0.635}, {""value"": 5, ""conf"": 0.0, ""cx"": 0.75, ""cy"": 0.281, ""score"": 0.622}, {""value"": 7, ""conf"": 0.0, ""cx"": 0.741, ""cy"": 0.345, ""score"": 0.589}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.621, ""cy"": 0.356, ""score"": 0.565}]",4,5,3.5069
flip__0057,flip,0057,4,19,30,testing/flip/0057_000000030.jpg,24,"[{""value"": 5, ""conf"": 54.0, ""cx"": 0.502, ""cy"": 0.985, ""score"": 1.658}, {""value"": 4, ""conf"": 44.0, ""cx"": 0.614, ""cy"": 0.361, ""score"": 1.002}, {""value"": 90, ""conf"": 0.0, ""cx"": 0.763, ""cy"": 0.281, ""score"": 0.624}, {""value"": 4, ""conf"": 0.0, ""cx"": 0.6, ""cy"": 0.345, ""score"": 0.567}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.638, ""cy"": 0.367, ""score"": 0.562}, {""value"": 22, ""conf"": 36.0, ""cx"": 0.414, ""cy"": 0.381, ""score"": 0.507}, {""value"": 370, ""conf"": 33.0, ""cx"": 0.661, ""cy"": 0.5, ""score"": 0.429}, {""value"": 2, ""conf"": 27.0, ""cx"": 0.67, ""cy"": 0.396, ""score"": 0.422}]",22,5,1.6153
