i,j,ssim,dhash,phash,bucket,path_a,path_b,sequence_a,sequence_b,split_a,split_b,label_a,label_b,frame_a,frame_b
2657,2658,0.9695208511928212,1,0,same_sequence_same_split,training/notflip/0045_000000023.jpg,training/notflip/0045_000000024.jpg,notflip__0045,notflip__0045,training,training,notflip,notflip,23,24
2515,2517,0.9695127742360521,0,0,same_sequence_same_split,training/notflip/0039_000000027.jpg,training/notflip/0039_000000029.jpg,notflip__0039,notflip__0039,training,training,notflip,notflip,27,29
593,2978,0.9695013262999528,0,0,same_sequence_cross_split,testing/notflip/0058_000000018.jpg,training/notflip/0058_000000016.jpg,notflip__0058,notflip__0058,testing,training,notflip,notflip,18,16
2528,2532,0.9694624731451094,3,0,same_sequence_same_split,training/notflip/0040_000000020.jpg,training/notflip/0040_000000024.jpg,notflip__0040,notflip__0040,training,training,notflip,notflip,20,24
572,2880,0.9694556023591112,2,2,same_sequence_cross_split,testing/notflip/0054_000000020.jpg,training/notflip/0054_000000017.jpg,notflip__0054,notflip__0054,testing,training,notflip,notflip,20,17
542,2709,0.969454560189066,1,0,same_sequence_cross_split,testing/notflip/0047_000000024.jpg,training/notflip/0047_000000027.jpg,notflip__0047,notflip__0047,testing,training,notflip,notflip,24,27
575,576,0.9694422260204805,1,2,same_sequence_same_split,testing/notflip/0055_000000012.jpg,testing/notflip/0055_000000013.jpg,notflip__0055,notflip__0055,testing,testing,notflip,notflip,12,13
396,2186,0.9694016737696052,2,4,same_sequence_cross_split,testing/notflip/0025_000000022.jpg,training/notflip/0025_000000027.jpg,notflip__0025,notflip__0025,testing,training,notflip,notflip,22,27
1962,1963,0.9693562900638095,1,2,same_sequence_same_split,training/notflip/0009_000000013.jpg,training/notflip/0009_000000014.jpg,notflip__0009,notflip__0009,training,training,notflip,notflip,13,14
1936,1937,0.9693481488680529,1,0,same_sequence_same_split,training/notflip/0008_000000006.jpg,training/notflip/0008_000000007.jpg,notflip__0008,notflip__0008,training,training,notflip,notflip,6,7
421,2283,0.9693459824639622,1,2,same_sequence_cross_split,testing/notflip/0029_000000025.jpg,training/notflip/0029_000000028.jpg,notflip__0029,notflip__0029,testing,training,notflip,notflip,25,28
2705,2707,0.9693407851622478,1,0,same_sequence_same_split,training/notflip/0047_000000021.jpg,training/notflip/0047_000000023.jpg,notflip__0047,notflip__0047,training,training,notflip,notflip,21,23
245,1588,0.9693392524017095,0,2,same_sequence_cross_split,testing/flip/0058_000000006.jpg,training/flip/0058_000000005.jpg,flip__0058,flip__0058,testing,training,flip,flip,6,5
1351,1353,0.9693377571658197,2,4,same_sequence_same_split,training/flip/0044_000000009.jpg,training/flip/0044_000000011.jpg,flip__0044,flip__0044,training,training,flip,flip,9,11
1825,1827,0.9693079535354836,0,0,same_sequence_same_split,training/notflip/0003_000000022.jpg,training/notflip/0003_000000024.jpg,notflip__0003,notflip__0003,training,training,notflip,notflip,22,24
1956,1957,0.9692767665296372,1,2,same_sequence_same_split,training/notflip/0009_000000006.jpg,training/notflip/0009_000000007.jpg,notflip__0009,notflip__0009,training,training,notflip,notflip,6,7
384,2149,0.9692587623263026,1,0,same_sequence_cross_split,testing/notflip/0024_000000006.jpg,training/notflip/0024_000000008.jpg,notflip__0024,notflip__0024,testing,training,notflip,notflip,6,8
272,1696,0.9691699449793958,2,2,same_sequence_cross_split,testing/flip/0062_000000003.jpg,training/flip/0062_000000005.jpg,flip__0062,flip__0062,testing,training,flip,flip,3,5
2422,2426,0.9691289924326975,2,2,same_sequence_same_split,training/notflip/0035_000000025.jpg,training/notflip/0035_000000030.jpg,notflip__0035,notflip__0035,training,training,notflip,notflip,25,30
2139,2141,0.9690560572156561,1,2,same_sequence_same_split,training/notflip/0023_000000021.jpg,training/notflip/0023_000000023.jpg,notflip__0023,notflip__0023,training,training,notflip,notflip,21,23
294,1778,0.96905318878199,0,0,same_sequence_cross_split,testing/notflip/0001_000000024.jpg,training/notflip/0001_000000025.jpg,notflip__0001,notflip__0001,testing,training,notflip,notflip,24,25
2607,2608,0.9690427837654778,0,0,same_sequence_same_split,training/notflip/0043_000000021.jpg,training/notflip/0043_000000022.jpg,notflip__0043,notflip__0043,training,training,notflip,notflip,21,22
2638,2640,0.9690180477609611,1,0,same_sequence_same_split,training/notflip/0044_000000028.jpg,training/notflip/0044_000000030.jpg,notflip__0044,notflip__0044,training,training,notflip,notflip,28,30
2856,2861,0.9690171623913616,0,2,same_sequence_same_split,training/notflip/0053_000000021.jpg,training/notflip/0053_000000027.jpg,notflip__0053,notflip__0053,training,training,notflip,notflip,21,27
473,2455,0.9689985605182388,1,2,same_sequence_cross_split,testing/notflip/0037_000000010.jpg,training/notflip/0037_000000009.jpg,notflip__0037,notflip__0037,testing,training,notflip,notflip,10,9
2798,2799,0.9689850469524178,0,0,same_sequence_same_split,training/notflip/0051_000000013.jpg,training/notflip/0051_000000014.jpg,notflip__0051,notflip__0051,training,training,notflip,notflip,13,14
2397,2398,0.9689685890257247,4,0,same_sequence_same_split,training/notflip/0034_000000024.jpg,training/notflip/0034_000000026.jpg,notflip__0034,notflip__0034,training,training,notflip,notflip,24,26
1887,1888,0.9689633320760264,0,0,same_sequence_same_split,training/notflip/0006_000000005.jpg,training/notflip/0006_000000006.jpg,notflip__0006,notflip__0006,training,training,notflip,notflip,5,6
2953,2954,0.9688824936868502,0,0,same_sequence_same_split,training/notflip/0057_000000016.jpg,training/notflip/0057_000000017.jpg,notflip__0057,notflip__0057,training,training,notflip,notflip,16,17
474,2458,0.9688542494544324,0,0,same_sequence_cross_split,testing/notflip/0037_000000014.jpg,training/notflip/0037_000000013.jpg,notflip__0037,notflip__0037,testing,training,notflip,notflip,14,13
315,1853,0.9687749079965485,4,0,same_sequence_cross_split,testing/notflip/0004_000000029.jpg,training/notflip/0004_000000031.jpg,notflip__0004,notflip__0004,testing,training,notflip,notflip,29,31
381,2145,0.968758539825307,0,0,same_sequence_cross_split,testing/notflip/0023_000000030.jpg,training/notflip/0023_000000028.jpg,notflip__0023,notflip__0023,testing,training,notflip,notflip,30,28
573,2887,0.9686733588433907,2,2,same_sequence_cross_split,testing/notflip/0054_000000023.jpg,training/notflip/0054_000000026.jpg,notflip__0054,notflip__0054,testing,training,notflip,notflip,23,26
1929,1930,0.968669540437573,1,2,same_sequence_same_split,training/notflip/0007_000000029.jpg,training/notflip/0007_000000030.jpg,notflip__0007,notflip__0007,training,training,notflip,notflip,29,30
1971,1972,0.9686501914348895,2,0,same_sequence_same_split,training/notflip/0009_000000024.jpg,training/notflip/0009_000000025.jpg,notflip__0009,notflip__0009,training,training,notflip,notflip,24,25
395,2186,0.9686444449263705,2,4,same_sequence_cross_split,testing/notflip/0025_000000021.jpg,training/notflip/0025_000000027.jpg,notflip__0025,notflip__0025,testing,training,notflip,notflip,21,27
315,1852,0.968623502606379,2,0,same_sequence_cross_split,testing/notflip/0004_000000029.jpg,training/notflip/0004_000000030.jpg,notflip__0004,notflip__0004,testing,training,notflip,notflip,29,30
385,2147,0.968598746669874,4,2,same_sequence_cross_split,testing/notflip/0024_000000007.jpg,training/notflip/0024_000000003.jpg,notflip__0024,notflip__0024,testing,training,notflip,notflip,7,3
255,1638,0.9685586102317276,2,2,same_sequence_cross_split,testing/flip/0060_000000006.jpg,training/flip/0060_000000007.jpg,flip__0060,flip__0060,testing,training,flip,flip,6,7
2931,2934,0.9685531564586453,1,0,same_sequence_same_split,training/notflip/0056_000000018.jpg,training/notflip/0056_000000021.jpg,notflip__0056,notflip__0056,training,training,notflip,notflip,18,21
304,1821,0.9685131585563828,0,0,same_sequence_cross_split,testing/notflip/0003_000000018.jpg,training/notflip/0003_000000017.jpg,notflip__0003,notflip__0003,testing,training,notflip,notflip,18,17
524,2628,0.9684896342926445,2,2,same_sequence_cross_split,testing/notflip/0044_000000014.jpg,training/notflip/0044_000000017.jpg,notflip__0044,notflip__0044,testing,training,notflip,notflip,14,17
1875,1876,0.968454840798272,1,2,same_sequence_same_split,training/notflip/0005_000000023.jpg,training/notflip/0005_000000024.jpg,notflip__0005,notflip__0005,training,training,notflip,notflip,23,24
2784,2786,0.9684278037559958,0,0,same_sequence_same_split,training/notflip/0050_000000026.jpg,training/notflip/0050_000000028.jpg,notflip__0050,notflip__0050,training,training,notflip,notflip,26,28
2725,2728,0.9684099994160291,1,2,same_sequence_same_split,training/notflip/0048_000000014.jpg,training/notflip/0048_000000018.jpg,notflip__0048,notflip__0048,training,training,notflip,notflip,14,18
2783,2785,0.9683910954523244,0,0,same_sequence_same_split,training/notflip/0050_000000025.jpg,training/notflip/0050_000000027.jpg,notflip__0050,notflip__0050,training,training,notflip,notflip,25,27
2703,2705,0.9683031048697237,1,0,same_sequence_same_split,training/notflip/0047_000000019.jpg,training/notflip/0047_000000021.jpg,notflip__0047,notflip__0047,training,training,notflip,notflip,19,21
1023,1024,0.9683018622726189,3,2,same_sequence_same_split,training/flip/0023_000000005.jpg,training/flip/0023_000000006.jpg,flip__0023,flip__0023,training,training,flip,flip,5,6
1693,1695,0.9682949425852101,2,2,same_sequence_same_split,training/flip/0062_000000001.jpg,training/flip/0062_000000004.jpg,flip__0062,flip__0062,training,training,flip,flip,1,4
2271,2272,0.9682925754516086,4,2,same_sequence_same_split,training/notflip/0029_000000011.jpg,training/notflip/0029_000000012.jpg,notflip__0029,notflip__0029,training,training,notflip,notflip,11,12
2908,2910,0.968277404461499,1,0,same_sequence_same_split,training/notflip/0055_000000021.jpg,training/notflip/0055_000000023.jpg,notflip__0055,notflip__0055,training,training,notflip,notflip,21,23
2083,2084,0.9682720679728449,0,0,same_sequence_same_split,training/notflip/0019_000000011.jpg,training/notflip/0019_000000013.jpg,notflip__0019,notflip__0019,training,training,notflip,notflip,11,13
500,2532,0.9682682917886035,4,0,same_sequence_cross_split,testing/notflip/0040_000000018.jpg,training/notflip/0040_000000024.jpg,notflip__0040,notflip__0040,testing,training,notflip,notflip,18,24
2913,2914,0.9682630854634994,0,0,same_sequence_same_split,training/notflip/0055_000000026.jpg,training/notflip/0055_000000027.jpg,notflip__0055,notflip__0055,training,training,notflip,notflip,26,27
2386,2388,0.9682368409819911,0,0,same_sequence_same_split,training/notflip/0034_000000012.jpg,training/notflip/0034_000000014.jpg,notflip__0034,notflip__0034,training,training,notflip,notflip,12,14
2722,2725,0.9682272684274075,3,0,same_sequence_same_split,training/notflip/0048_000000011.jpg,training/notflip/0048_000000014.jpg,notflip__0048,notflip__0048,training,training,notflip,notflip,11,14
1772,1776,0.9682137931033725,2,0,same_sequence_same_split,training/notflip/0001_000000018.jpg,training/notflip/0001_000000022.jpg,notflip__0001,notflip__0001,training,training,notflip,notflip,18,22
1106,1107,0.968180804541692,1,0,same_sequence_same_split,training/flip/0029_000000008.jpg,training/flip/0029_000000009.jpg,flip__0029,flip__0029,training,training,flip,flip,8,9
2527,2531,0.9681284208268118,2,0,same_sequence_same_split,training/notflip/0040_000000019.jpg,training/notflip/0040_000000023.jpg,notflip__0040,notflip__0040,training,training,notflip,notflip,19,23
2104,2106,0.96803476422404,2,2,same_sequence_same_split,training/notflip/0020_000000008.jpg,training/notflip/0020_000000011.jpg,notflip__0020,notflip__0020,training,training,notflip,notflip,8,11
301,1804,0.9680259792053724,0,2,same_sequence_cross_split,testing/notflip/0002_000000027.jpg,training/notflip/0002_000000029.jpg,notflip__0002,notflip__0002,testing,training,notflip,notflip,27,29
874,875,0.968004919538588,1,0,same_sequence_same_split,training/flip/0015_000000005.jpg,training/flip/0015_000000006.jpg,flip__0015,flip__0015,training,training,flip,flip,5,6
596,2982,0.967989527999164,0,0,same_sequence_cross_split,testing/notflip/0058_000000025.jpg,training/notflip/0058_000000023.jpg,notflip__0058,notflip__0058,testing,training,notflip,notflip,25,23
2088,2089,0.9679842115295675,0,2,same_sequence_same_split,training/notflip/0019_000000018.jpg,training/notflip/0019_000000019.jpg,notflip__0019,notflip__0019,training,training,notflip,notflip,18,19
1791,1792,0.9679645837715353,0,0,same_sequence_same_split,training/notflip/0002_000000011.jpg,training/notflip/0002_000000013.jpg,notflip__0002,notflip__0002,training,training,notflip,notflip,11,13
559,2798,0.9679506874849575,1,0,same_sequence_cross_split,testing/notflip/0051_000000012.jpg,training/notflip/0051_000000013.jpg,notflip__0051,notflip__0051,testing,training,notflip,notflip,12,13
487,2486,0.9679418350531934,1,2,same_sequence_cross_split,testing/notflip/0038_000000023.jpg,training/notflip/0038_000000025.jpg,notflip__0038,notflip__0038,testing,training,notflip,notflip,23,25
2937,2939,0.9679058786605773,0,2,same_sequence_same_split,training/notflip/0056_000000026.jpg,training/notflip/0056_000000029.jpg,notflip__0056,notflip__0056,training,training,notflip,notflip,26,29
2414,2415,0.967885250022555,3,0,same_sequence_same_split,training/notflip/0035_000000017.jpg,training/notflip/0035_000000018.jpg,notflip__0035,notflip__0035,training,training,notflip,notflip,17,18
371,2099,0.9678680483617795,1,0,same_sequence_cross_split,testing/notflip/0020_000000004.jpg,training/notflip/0020_000000002.jpg,notflip__0020,notflip__0020,testing,training,notflip,notflip,4,2
2425,2428,0.9678344903617724,1,0,same_sequence_same_split,training/notflip/0035_000000029.jpg,training/notflip/0035_000000032.jpg,notflip__0035,notflip__0035,training,training,notflip,notflip,29,32
2256,2258,0.9678251234977756,0,0,same_sequence_same_split,training/notflip/0028_000000021.jpg,training/notflip/0028_000000023.jpg,notflip__0028,notflip__0028,training,training,notflip,notflip,21,23
2736,2737,0.9678065046862093,0,0,same_sequence_same_split,training/notflip/0048_000000028.jpg,training/notflip/0048_000000029.jpg,notflip__0048,notflip__0048,training,training,notflip,notflip,28,29
2283,2285,0.9678001582039081,0,0,same_sequence_same_split,training/notflip/0029_000000028.jpg,training/notflip/0029_000000030.jpg,notflip__0029,notflip__0029,training,training,notflip,notflip,28,30
2182,2186,0.9677939248256133,3,4,same_sequence_same_split,training/notflip/0025_000000020.jpg,training/notflip/0025_000000027.jpg,notflip__0025,notflip__0025,training,training,notflip,notflip,20,27
1994,1995,0.9677689045692115,0,2,same_sequence_same_split,training/notflip/0010_000000020.jpg,training/notflip/0010_000000021.jpg,notflip__0010,notflip__0010,training,training,notflip,notflip,20,21
2364,2366,0.9677678597982419,1,4,same_sequence_same_split,training/notflip/0033_000000016.jpg,training/notflip/0033_000000018.jpg,notflip__0033,notflip__0033,training,training,notflip,notflip,16,18
1103,1104,0.9677368375844995,3,0,same_sequence_same_split,training/flip/0029_000000005.jpg,training/flip/0029_000000006.jpg,flip__0029,flip__0029,training,training,flip,flip,5,6
2006,2007,0.9677352387354292,1,2,same_sequence_same_split,training/notflip/0011_000000003.jpg,training/notflip/0011_000000004.jpg,notflip__0011,notflip__0011,training,training,notflip,notflip,3,4
375,2117,0.9677314199568493,0,0,same_sequence_cross_split,testing/notflip/0021_000000024.jpg,training/notflip/0021_000000022.jpg,notflip__0021,notflip__0021,testing,training,notflip,notflip,24,22
1973,1974,0.9677205969406152,0,2,same_sequence_same_split,training/notflip/0009_000000026.jpg,training/notflip/0009_000000028.jpg,notflip__0009,notflip__0009,training,training,notflip,notflip,26,28
2754,2755,0.967700301748932,0,2,same_sequence_same_split,training/notflip/0049_000000021.jpg,training/notflip/0049_000000023.jpg,notflip__0049,notflip__0049,training,training,notflip,notflip,21,23
2395,2396,0.9676971603298012,4,2,same_sequence_same_split,training/notflip/0034_000000022.jpg,training/notflip/0034_000000023.jpg,notflip__0034,notflip__0034,training,training,notflip,notflip,22,23
1974,1975,0.9676910158392018,0,0,same_sequence_same_split,training/notflip/0009_000000028.jpg,training/notflip/0009_000000029.jpg,notflip__0009,notflip__0009,training,training,notflip,notflip,28,29
420,2276,0.9676759468115437,0,0,same_sequence_cross_split,testing/notflip/0029_000000019.jpg,training/notflip/0029_000000020.jpg,notflip__0029,notflip__0029,testing,training,notflip,notflip,19,20
2528,2531,0.9676549871383229,2,0,same_sequence_same_split,training/notflip/0040_000000020.jpg,training/notflip/0040_000000023.jpg,notflip__0040,notflip__0040,training,training,notflip,notflip,20,23
386,2159,0.9676460654391078,1,0,same_sequence_cross_split,testing/notflip/0024_000000019.jpg,training/notflip/0024_000000018.jpg,notflip__0024,notflip__0024,testing,training,notflip,notflip,19,18
1881,1882,0.9676408042309905,1,0,same_sequence_same_split,training/notflip/0005_000000029.jpg,training/notflip/0005_000000030.jpg,notflip__0005,notflip__0005,training,training,notflip,notflip,29,30
436,2320,0.9676047242234932,3,0,same_sequence_cross_split,testing/notflip/0031_000000019.jpg,training/notflip/0031_000000021.jpg,notflip__0031,notflip__0031,testing,training,notflip,notflip,19,21
2254,2256,0.9676045923305098,2,2,same_sequence_same_split,training/notflip/0028_000000019.jpg,training/notflip/0028_000000021.jpg,notflip__0028,notflip__0028,training,training,notflip,notflip,19,21
2701,2705,0.9675796113910202,1,2,same_sequence_same_split,training/notflip/0047_000000017.jpg,training/notflip/0047_000000021.jpg,notflip__0047,notflip__0047,training,training,notflip,notflip,17,21
1592,1593,0.9675734962154093,0,0,same_sequence_same_split,training/flip/0058_000000010.jpg,training/flip/0058_000000011.jpg,flip__0058,flip__0058,training,training,flip,flip,10,11
569,2854,0.9675686170091774,1,0,same_sequence_cross_split,testing/notflip/0053_000000017.jpg,training/notflip/0053_000000019.jpg,notflip__0053,notflip__0053,testing,training,notflip,notflip,17,19
2443,2445,0.9675616522010306,1,0,same_sequence_same_split,training/notflip/0036_000000019.jpg,training/notflip/0036_000000022.jpg,notflip__0036,notflip__0036,training,training,notflip,notflip,19,22
2110,2112,0.9675559510149918,1,2,same_sequence_same_split,training/notflip/0020_000000015.jpg,training/notflip/0020_000000018.jpg,notflip__0020,notflip__0020,training,training,notflip,notflip,15,18
509,2554,0.9675530755140496,1,0,same_sequence_cross_split,testing/notflip/0041_000000028.jpg,training/notflip/0041_000000024.jpg,notflip__0041,notflip__0041,testing,training,notflip,notflip,28,24
2860,2861,0.9675257443215712,0,0,same_sequence_same_split,training/notflip/0053_000000026.jpg,training/notflip/0053_000000027.jpg,notflip__0053,notflip__0053,training,training,notflip,notflip,26,27
2086,2089,0.9675177843300393,1,0,same_sequence_same_split,training/notflip/0019_000000016.jpg,training/notflip/0019_000000019.jpg,notflip__0019,notflip__0019,training,training,notflip,notflip,16,19
583,584,0.9675163444104075,0,0,same_sequence_same_split,testing/notflip/0056_000000024.jpg,testing/notflip/0056_000000027.jpg,notflip__0056,notflip__0056,testing,testing,notflip,notflip,24,27
2885,2887,0.9674957737130839,2,2,same_sequence_same_split,training/notflip/0054_000000024.jpg,training/notflip/0054_000000026.jpg,notflip__0054,notflip__0054,training,training,notflip,notflip,24,26
2546,2547,0.9674816182892094,0,0,same_sequence_same_split,training/notflip/0041_000000012.jpg,training/notflip/0041_000000013.jpg,notflip__0041,notflip__0041,training,training,notflip,notflip,12,13
627,628,0.9674486886728003,2,4,same_sequence_same_split,training/flip/0003_000000009.jpg,training/flip/0003_000000010.jpg,flip__0003,flip__0003,training,training,flip,flip,9,10
537,2671,0.9674475324302725,0,2,same_sequence_cross_split,testing/notflip/0046_000000012.jpg,training/notflip/0046_000000013.jpg,notflip__0046,notflip__0046,testing,training,notflip,notflip,12,13
2557,2558,0.9674420043199765,0,0,same_sequence_same_split,training/notflip/0041_000000027.jpg,training/notflip/0041_000000029.jpg,notflip__0041,notflip__0041,training,training,notflip,notflip,27,29
1081,1082,0.9673942693965132,0,2,same_sequence_same_split,training/flip/0028_000000008.jpg,training/flip/0028_000000009.jpg,flip__0028,flip__0028,training,training,flip,flip,8,9
1696,1697,0.967380190683834,1,2,same_sequence_same_split,training/flip/0062_000000005.jpg,training/flip/0062_000000007.jpg,flip__0062,flip__0062,training,training,flip,flip,5,7
2181,2183,0.9673705358897287,2,0,same_sequence_same_split,training/notflip/0025_000000019.jpg,training/notflip/0025_000000023.jpg,notflip__0025,notflip__0025,training,training,notflip,notflip,19,23
407,2220,0.9673620510552526,2,0,same_sequence_cross_split,testing/notflip/0027_000000013.jpg,training/notflip/0027_000000009.jpg,notflip__0027,notflip__0027,testing,training,notflip,notflip,13,9
2784,2787,0.9673349235624994,0,0,same_sequence_same_split,training/notflip/0050_000000026.jpg,training/notflip/0050_000000029.jpg,notflip__0050,notflip__0050,training,training,notflip,notflip,26,29
2729,2734,0.9672656353550552,4,0,same_sequence_same_split,training/notflip/0048_000000019.jpg,training/notflip/0048_000000024.jpg,notflip__0048,notflip__0048,training,training,notflip,notflip,19,24
1873,1874,0.9672450563556426,0,0,same_sequence_same_split,training/notflip/0005_000000020.jpg,training/notflip/0005_000000021.jpg,notflip__0005,notflip__0005,training,training,notflip,notflip,20,21
2759,2760,0.9672262423407757,0,0,same_sequence_same_split,training/notflip/0049_000000029.jpg,training/notflip/0049_000000030.jpg,notflip__0049,notflip__0049,training,training,notflip,notflip,29,30
2794,2798,0.9672235325039076,0,0,same_sequence_same_split,training/notflip/0051_000000008.jpg,training/notflip/0051_000000013.jpg,notflip__0051,notflip__0051,training,training,notflip,notflip,8,13
581,2926,0.9672175694956655,2,0,same_sequence_cross_split,testing/notflip/0056_000000013.jpg,training/notflip/0056_000000012.jpg,notflip__0056,notflip__0056,testing,training,notflip,notflip,13,12
2212,2213,0.9672056818969128,3,2,same_sequence_same_split,training/notflip/0026_000000028.jpg,training/notflip/0026_000000030.jpg,notflip__0026,notflip__0026,training,training,notflip,notflip,28,30
2530,2533,0.9672032937072792,0,0,same_sequence_same_split,training/notflip/0040_000000022.jpg,training/notflip/0040_000000025.jpg,notflip__0040,notflip__0040,training,training,notflip,notflip,22,25
500,2531,0.9671272177464486,3,0,same_sequence_cross_split,testing/notflip/0040_000000018.jpg,training/notflip/0040_000000023.jpg,notflip__0040,notflip__0040,testing,training,notflip,notflip,18,23
1500,1501,0.9671268524607379,0,4,same_sequence_same_split,training/flip/0053_000000006.jpg,training/flip/0053_000000007.jpg,flip__0053,flip__0053,training,training,flip,flip,6,7
1814,1816,0.967091736821754,3,0,same_sequence_same_split,training/notflip/0003_000000010.jpg,training/notflip/0003_000000012.jpg,notflip__0003,notflip__0003,training,training,notflip,notflip,10,12
314,1846,0.9670558198482401,1,4,same_sequence_cross_split,testing/notflip/0004_000000023.jpg,training/notflip/0004_000000022.jpg,notflip__0004,notflip__0004,testing,training,notflip,notflip,23,22
1590,1591,0.967054047519137,1,0,same_sequence_same_split,training/flip/0058_000000008.jpg,training/flip/0058_000000009.jpg,flip__0058,flip__0058,training,training,flip,flip,8,9
225,1501,0.9670465359552735,0,2,same_sequence_cross_split,testing/flip/0053_000000008.jpg,training/flip/0053_000000007.jpg,flip__0053,flip__0053,testing,training,flip,flip,8,7
2234,2236,0.9670431859368543,2,0,same_sequence_same_split,training/notflip/0027_000000028.jpg,training/notflip/0027_000000030.jpg,notflip__0027,notflip__0027,training,training,notflip,notflip,28,30
1078,1079,0.9670280974331524,0,2,same_sequence_same_split,training/flip/0028_000000005.jpg,training/flip/0028_000000006.jpg,flip__0028,flip__0028,training,training,flip,flip,5,6
2658,2659,0.9670184178657357,2,0,same_sequence_same_split,training/notflip/0045_000000024.jpg,training/notflip/0045_000000025.jpg,notflip__0045,notflip__0045,training,training,notflip,notflip,24,25
1800,1803,0.96701344278935,0,2,same_sequence_same_split,training/notflip/0002_000000022.jpg,training/notflip/0002_000000025.jpg,notflip__0002,notflip__0002,training,training,notflip,notflip,22,25
2856,2857,0.9670065537823962,0,0,same_sequence_same_split,training/notflip/0053_000000021.jpg,training/notflip/0053_000000022.jpg,notflip__0053,notflip__0053,training,training,notflip,notflip,21,22
733,734,0.9669709719879214,1,0,same_sequence_same_split,training/flip/0008_000000002.jpg,training/flip/0008_000000003.jpg,flip__0008,flip__0008,training,training,flip,flip,2,3
372,2107,0.9669690025739128,1,2,same_sequence_cross_split,testing/notflip/0020_000000010.jpg,training/notflip/0020_000000012.jpg,notflip__0020,notflip__0020,testing,training,notflip,notflip,10,12
211,212,0.9669502279531073,1,0,same_sequence_same_split,testing/flip/0048_000000010.jpg,testing/flip/0048_000000011.jpg,flip__0048,flip__0048,testing,testing,flip,flip,10,11
2627,2631,0.96690115559811,2,0,same_sequence_same_split,training/notflip/0044_000000016.jpg,training/notflip/0044_000000020.jpg,notflip__0044,notflip__0044,training,training,notflip,notflip,16,20
2421,2423,0.9668933602028004,1,2,same_sequence_same_split,training/notflip/0035_000000024.jpg,training/notflip/0035_000000027.jpg,notflip__0035,notflip__0035,training,training,notflip,notflip,24,27
2699,2703,0.9668696834139248,2,2,same_sequence_same_split,training/notflip/0047_000000015.jpg,training/notflip/0047_000000019.jpg,notflip__0047,notflip__0047,training,training,notflip,notflip,15,19
466,2450,0.9668495811975886,3,0,same_sequence_cross_split,testing/notflip/0036_000000025.jpg,training/notflip/0036_000000029.jpg,notflip__0036,notflip__0036,testing,training,notflip,notflip,25,29
545,2726,0.966794838085659,1,2,same_sequence_cross_split,testing/notflip/0048_000000015.jpg,training/notflip/0048_000000016.jpg,notflip__0048,notflip__0048,testing,training,notflip,notflip,15,16
2884,2886,0.966786788837662,1,2,same_sequence_same_split,training/notflip/0054_000000022.jpg,training/notflip/0054_000000025.jpg,notflip__0054,notflip__0054,training,training,notflip,notflip,22,25
20,692,0.9667378370317116,0,2,same_sequence_cross_split,testing/flip/0006_000000008.jpg,training/flip/0006_000000007.jpg,flip__0006,flip__0006,testing,training,flip,flip,8,7
2752,2754,0.9667198042832931,0,0,same_sequence_same_split,training/notflip/0049_000000019.jpg,training/notflip/0049_000000021.jpg,notflip__0049,notflip__0049,training,training,notflip,notflip,19,21
2629,2634,0.9667193285893633,1,2,same_sequence_same_split,training/notflip/0044_000000018.jpg,training/notflip/0044_000000023.jpg,notflip__0044,notflip__0044,training,training,notflip,notflip,18,23
2447,2449,0.9666566242494924,1,2,same_sequence_same_split,training/notflip/0036_000000024.jpg,training/notflip/0036_000000027.jpg,notflip__0036,notflip__0036,training,training,notflip,notflip,24,27
592,2976,0.9666365343801615,0,2,same_sequence_cross_split,testing/notflip/0058_000000013.jpg,training/notflip/0058_000000014.jpg,notflip__0058,notflip__0058,testing,training,notflip,notflip,13,14
2674,2676,0.966634942931835,1,2,same_sequence_same_split,training/notflip/0046_000000016.jpg,training/notflip/0046_000000018.jpg,notflip__0046,notflip__0046,training,training,notflip,notflip,16,18
1350,1352,0.9666221780022477,2,2,same_sequence_same_split,training/flip/0044_000000008.jpg,training/flip/0044_000000010.jpg,flip__0044,flip__0044,training,training,flip,flip,8,10
1243,1244,0.966617319862997,0,0,same_sequence_same_split,training/flip/0038_000000027.jpg,training/flip/0038_000000028.jpg,flip__0038,flip__0038,training,training,flip,flip,27,28
345,1965,0.9666034907893142,0,0,same_sequence_cross_split,testing/notflip/0009_000000017.jpg,training/notflip/0009_000000018.jpg,notflip__0009,notflip__0009,testing,training,notflip,notflip,17,18
465,2446,0.9665956932475397,1,0,same_sequence_cross_split,testing/notflip/0036_000000020.jpg,training/notflip/0036_000000023.jpg,notflip__0036,notflip__0036,testing,training,notflip,notflip,20,23
1876,1877,0.9665405395544048,0,0,same_sequence_same_split,training/notflip/0005_000000024.jpg,training/notflip/0005_000000025.jpg,notflip__0005,notflip__0005,training,training,notflip,notflip,24,25
1591,1592,0.9665400532758968,0,0,same_sequence_same_split,training/flip/0058_000000009.jpg,training/flip/0058_000000010.jpg,flip__0058,flip__0058,training,training,flip,flip,9,10
2385,2387,0.9665304921737843,0,0,same_sequence_same_split,training/notflip/0034_000000011.jpg,training/notflip/0034_000000013.jpg,notflip__0034,notflip__0034,training,training,notflip,notflip,11,13
2223,2224,0.966478383716854,0,2,same_sequence_same_split,training/notflip/0027_000000014.jpg,training/notflip/0027_000000015.jpg,notflip__0027,notflip__0027,training,training,notflip,notflip,14,15
